Array: 100, Tempo: 0,000119, Tipo: Desordenado
Array: 1000, Tempo: 0,001548, Tipo: Desordenado
Array: 10000, Tempo: 0,007231, Tipo: Desordenado
Array: 100, Tempo: 0,000278, Tipo: Ordenado
Array: 1000, Tempo: 0,01018, Tipo: Ordenado
Array: 10000, Tempo: 0,074808, Tipo: Ordenado
Array: 100, Tempo: 0,000151, Tipo: Parcialmente Ordenado
Array: 1000, Tempo: 0,001499, Tipo: Parcialmente Ordenado
Array: 10000, Tempo: 0,004862, Tipo: Parcialmente Ordenado
